Gene stable ID,Human gene stable ID
ENSMUSG00000076937,ENSG00000211685
ENSMUSG00000076937,ENSG00000128322
ENSMUSG00000076937,ENSG00000211677
ENSMUSG00000108017,
ENSMUSG00000087131,
ENSMUSG00000083594,
ENSMUSG00000085082,
ENSMUSG00000056076,ENSG00000106263
ENSMUSG00000099467,
ENSMUSG00000105419,
ENSMUSG00000033904,ENSG00000103540
ENSMUSG00000085391,
ENSMUSG00000100317,
ENSMUSG00000095774,
ENSMUSG00000026065,ENSG00000180251
ENSMUSG00000074346,
ENSMUSG00000052331,ENSG00000065413
ENSMUSG00000113709,
ENSMUSG00000108105,
ENSMUSG00000105753,
ENSMUSG00000029245,ENSG00000145242
ENSMUSG00000040896,ENSG00000171385
ENSMUSG00000104686,
ENSMUSG00000114031,
ENSMUSG00000076526,
ENSMUSG00000113504,
ENSMUSG00000031967,
ENSMUSG00000074868,
ENSMUSG00000058216,
ENSMUSG00000113836,
ENSMUSG00000113566,
ENSMUSG00000104441,
ENSMUSG00000004319,ENSG00000109572
ENSMUSG00000108528,
ENSMUSG00000105817,
ENSMUSG00000085846,
ENSMUSG00000102676,
ENSMUSG00000113014,
ENSMUSG00000060701,ENSG00000187474
ENSMUSG00000060701,ENSG00000171049
ENSMUSG00000076709,ENSG00000211950
ENSMUSG00000076709,ENSG00000281990
ENSMUSG00000114036,
ENSMUSG00000096630,
ENSMUSG00000021903,ENSG00000131386
ENSMUSG00000112831,
ENSMUSG00000101691,
ENSMUSG00000047631,ENSG00000175336
ENSMUSG00000107457,
ENSMUSG00000059043,ENSG00000168158
ENSMUSG00000106664,
ENSMUSG00000107656,
ENSMUSG00000112633,
ENSMUSG00000039215,ENSG00000002726
ENSMUSG00000031688,ENSG00000151615
ENSMUSG00000112245,
ENSMUSG00000108045,
ENSMUSG00000109652,
ENSMUSG00000042476,ENSG00000005471
ENSMUSG00000094420,
ENSMUSG00000107893,
ENSMUSG00000106502,
ENSMUSG00000042848,
ENSMUSG00000110057,
ENSMUSG00000073899,
ENSMUSG00000097393,
ENSMUSG00000107004,
ENSMUSG00000047181,ENSG00000167100
ENSMUSG00000090781,
ENSMUSG00000031257,ENSG00000007952
ENSMUSG00000098439,
ENSMUSG00000102930,
ENSMUSG00000040231,ENSG00000105467
ENSMUSG00000106173,
ENSMUSG00000055561,ENSG00000133710
ENSMUSG00000103016,
ENSMUSG00000054630,ENSG00000196620
ENSMUSG00000054630,ENSG00000135226
ENSMUSG00000054630,ENSG00000109181
ENSMUSG00000054630,ENSG00000156096
ENSMUSG00000054630,ENSG00000197888
ENSMUSG00000054630,ENSG00000171234
ENSMUSG00000054630,ENSG00000213759
ENSMUSG00000036879,ENSG00000102893
ENSMUSG00000103159,
ENSMUSG00000029168,ENSG00000157851
ENSMUSG00000105403,
ENSMUSG00000026116,ENSG00000075568
ENSMUSG00000028036,ENSG00000122420
ENSMUSG00000028234,ENSG00000008988
ENSMUSG00000033883,ENSG00000185947
ENSMUSG00000067924,ENSG00000203950
ENSMUSG00000067924,ENSG00000212747
ENSMUSG00000062553,
ENSMUSG00000113641,
ENSMUSG00000009575,ENSG00000094916
ENSMUSG00000113955,
ENSMUSG00000029517,ENSG00000106013
ENSMUSG00000020519,ENSG00000164576
ENSMUSG00000113565,
ENSMUSG00000097339,
ENSMUSG00000058952,ENSG00000205403
ENSMUSG00000085415,
ENSMUSG00000113482,
ENSMUSG00000113118,
ENSMUSG00000106443,
ENSMUSG00000104583,
ENSMUSG00000027751,ENSG00000102710
ENSMUSG00000113135,
ENSMUSG00000025511,ENSG00000214063
ENSMUSG00000106063,
ENSMUSG00000079364,
ENSMUSG00000106432,
ENSMUSG00000085772,
ENSMUSG00000071763,
ENSMUSG00000113618,
ENSMUSG00000113661,
ENSMUSG00000092533,
ENSMUSG00000070605,
ENSMUSG00000052539,ENSG00000081026
ENSMUSG00000113468,
ENSMUSG00000091205,
ENSMUSG00000020847,ENSG00000181031
ENSMUSG00000096579,
ENSMUSG00000097562,
ENSMUSG00000113381,
ENSMUSG00000100219,
ENSMUSG00000113008,
ENSMUSG00000074457,ENSG00000188643
ENSMUSG00000112069,
ENSMUSG00000044014,ENSG00000164129
ENSMUSG00000109756,
ENSMUSG00000096332,
ENSMUSG00000042558,ENSG00000116863
ENSMUSG00000089830,
ENSMUSG00000024406,ENSG00000204531
ENSMUSG00000024406,ENSG00000212993
ENSMUSG00000100693,
ENSMUSG00000100540,
ENSMUSG00000090212,
ENSMUSG00000103602,
ENSMUSG00000112745,
ENSMUSG00000037070,
ENSMUSG00000112566,
ENSMUSG00000047692,
ENSMUSG00000102586,
ENSMUSG00000079005,
ENSMUSG00000111541,
ENSMUSG00000112032,
ENSMUSG00000032174,ENSG00000105376
ENSMUSG00000019815,ENSG00000118491
ENSMUSG00000087322,
ENSMUSG00000103990,
ENSMUSG00000002129,ENSG00000099995
ENSMUSG00000014329,ENSG00000122870
ENSMUSG00000022304,ENSG00000147647
ENSMUSG00000102170,
ENSMUSG00000110537,
ENSMUSG00000078816,ENSG00000126583
ENSMUSG00000062380,ENSG00000198211
ENSMUSG00000062380,ENSG00000258947
ENSMUSG00000106111,
ENSMUSG00000018449,ENSG00000129197
ENSMUSG00000106330,
ENSMUSG00000043531,ENSG00000108018
ENSMUSG00000039656,ENSG00000204231
ENSMUSG00000071356,ENSG00000143954
ENSMUSG00000071356,ENSG00000172016
ENSMUSG00000082241,
ENSMUSG00000095365,
ENSMUSG00000025666,ENSG00000147027
ENSMUSG00000101674,
ENSMUSG00000065954,ENSG00000147526
ENSMUSG00000099638,
ENSMUSG00000102421,
ENSMUSG00000102503,
ENSMUSG00000098100,
ENSMUSG00000102642,
ENSMUSG00000104114,
ENSMUSG00000042292,ENSG00000196588
ENSMUSG00000014791,ENSG00000102890
ENSMUSG00000101662,
ENSMUSG00000040752,ENSG00000197616
ENSMUSG00000104032,
ENSMUSG00000025512,ENSG00000177830
ENSMUSG00000048707,ENSG00000176058
ENSMUSG00000103252,
ENSMUSG00000094181,
ENSMUSG00000037405,ENSG00000090339
ENSMUSG00000055013,ENSG00000157985
ENSMUSG00000101329,
ENSMUSG00000093516,
ENSMUSG00000025899,ENSG00000137760
ENSMUSG00000094978,
ENSMUSG00000014470,ENSG00000158717
ENSMUSG00000102081,
ENSMUSG00000104965,
ENSMUSG00000105128,
ENSMUSG00000104927,
ENSMUSG00000093934,
ENSMUSG00000097496,
ENSMUSG00000018899,ENSG00000125347
ENSMUSG00000106381,
ENSMUSG00000101289,
ENSMUSG00000086239,
ENSMUSG00000052549,ENSG00000174225
ENSMUSG00000098080,
ENSMUSG00000086614,
ENSMUSG00000021870,ENSG00000163681
ENSMUSG00000085805,
ENSMUSG00000101027,
ENSMUSG00000100532,
ENSMUSG00000030209,ENSG00000273079
ENSMUSG00000099578,
ENSMUSG00000096355,ENSG00000274576
ENSMUSG00000096355,ENSG00000259303
ENSMUSG00000096355,ENSG00000211937
ENSMUSG00000096355,ENSG00000211974
ENSMUSG00000096355,ENSG00000211951
ENSMUSG00000066107,ENSG00000174720
ENSMUSG00000101975,
ENSMUSG00000087054,
ENSMUSG00000090043,
ENSMUSG00000099900,
ENSMUSG00000092517,
ENSMUSG00000067352,
ENSMUSG00000031258,ENSG00000182489
ENSMUSG00000076939,ENSG00000211637
ENSMUSG00000076939,ENSG00000211639
ENSMUSG00000085725,
ENSMUSG00000032815,ENSG00000187741
ENSMUSG00000055809,ENSG00000267110
ENSMUSG00000055809,ENSG00000167646
ENSMUSG00000099414,
ENSMUSG00000095689,ENSG00000211798
ENSMUSG00000087695,
ENSMUSG00000068566,ENSG00000179820
ENSMUSG00000031256,ENSG00000101811
ENSMUSG00000099374,
ENSMUSG00000060240,ENSG00000184524
ENSMUSG00000108053,
ENSMUSG00000076778,ENSG00000211802
ENSMUSG00000105160,
ENSMUSG00000067951,
ENSMUSG00000005667,ENSG00000065911
ENSMUSG00000101075,
ENSMUSG00000067121,
ENSMUSG00000100244,
ENSMUSG00000027601,ENSG00000066855
ENSMUSG00000035458,ENSG00000129991
ENSMUSG00000039765,ENSG00000048342
ENSMUSG00000083086,
ENSMUSG00000085142,
ENSMUSG00000100882,
ENSMUSG00000060245,
ENSMUSG00000035158,ENSG00000187098
ENSMUSG00000099799,
ENSMUSG00000001014,ENSG00000105371
ENSMUSG00000076940,
ENSMUSG00000094449,
ENSMUSG00000026872,ENSG00000169554
ENSMUSG00000106819,
ENSMUSG00000034349,ENSG00000113810
ENSMUSG00000036960,ENSG00000137975
ENSMUSG00000101772,
ENSMUSG00000061150,
ENSMUSG00000029663,ENSG00000127928
ENSMUSG00000100375,
ENSMUSG00000087337,
ENSMUSG00000097535,
ENSMUSG00000110790,
ENSMUSG00000102453,
ENSMUSG00000113740,
ENSMUSG00000095487,
ENSMUSG00000083637,
ENSMUSG00000061809,ENSG00000182521
ENSMUSG00000018446,ENSG00000108561
ENSMUSG00000079067,
ENSMUSG00000030492,ENSG00000021488
ENSMUSG00000083568,
ENSMUSG00000089998,
ENSMUSG00000081155,
ENSMUSG00000083381,
ENSMUSG00000076710,
ENSMUSG00000044098,ENSG00000081019
ENSMUSG00000102009,
ENSMUSG00000079892,
ENSMUSG00000102400,
ENSMUSG00000098170,
ENSMUSG00000035351,ENSG00000075188
ENSMUSG00000099667,
ENSMUSG00000027937,ENSG00000143543
ENSMUSG00000079893,
ENSMUSG00000110007,
ENSMUSG00000103172,
ENSMUSG00000060673,ENSG00000263465
ENSMUSG00000083896,
ENSMUSG00000102520,
ENSMUSG00000040124,ENSG00000120370
ENSMUSG00000071262,
ENSMUSG00000089634,
ENSMUSG00000085312,
ENSMUSG00000083620,
ENSMUSG00000050577,ENSG00000279961
ENSMUSG00000022425,ENSG00000136960
ENSMUSG00000094079,
ENSMUSG00000087609,
ENSMUSG00000050742,
ENSMUSG00000102500,
ENSMUSG00000097435,
ENSMUSG00000032719,ENSG00000164764
ENSMUSG00000056529,ENSG00000169403
ENSMUSG00000045581,
ENSMUSG00000102028,
ENSMUSG00000031494,
ENSMUSG00000095238,
ENSMUSG00000108933,
ENSMUSG00000104379,
ENSMUSG00000095390,
ENSMUSG00000102740,
ENSMUSG00000108097,
ENSMUSG00000027374,ENSG00000144029
ENSMUSG00000098235,
ENSMUSG00000073716,
ENSMUSG00000059395,ENSG00000189134
ENSMUSG00000081998,
ENSMUSG00000102364,ENSG00000274576
ENSMUSG00000102364,ENSG00000259303
ENSMUSG00000102364,ENSG00000211937
ENSMUSG00000102364,ENSG00000211974
ENSMUSG00000102364,ENSG00000211951
ENSMUSG00000105083,
ENSMUSG00000062105,ENSG00000197938
ENSMUSG00000062105,ENSG00000230301
ENSMUSG00000062105,ENSG00000231192
ENSMUSG00000062105,ENSG00000236032
ENSMUSG00000062105,ENSG00000233412
ENSMUSG00000085852,
ENSMUSG00000099925,
ENSMUSG00000111154,
ENSMUSG00000045337,
ENSMUSG00000058388,ENSG00000116793
ENSMUSG00000023330,ENSG00000104047
ENSMUSG00000107848,
ENSMUSG00000024302,ENSG00000134769
ENSMUSG00000062609,ENSG00000157551
ENSMUSG00000110400,
ENSMUSG00000094732,
ENSMUSG00000091011,
ENSMUSG00000107739,
ENSMUSG00000095854,ENSG00000211803
ENSMUSG00000090365,
ENSMUSG00000082319,
ENSMUSG00000112780,
ENSMUSG00000107053,
ENSMUSG00000083391,
ENSMUSG00000110528,
ENSMUSG00000048500,ENSG00000187082
ENSMUSG00000048500,ENSG00000186579
ENSMUSG00000112431,
ENSMUSG00000107630,
ENSMUSG00000045205,ENSG00000156162
ENSMUSG00000050158,
ENSMUSG00000112415,
ENSMUSG00000112846,
ENSMUSG00000110616,
ENSMUSG00000104156,
ENSMUSG00000036372,ENSG00000134825
ENSMUSG00000105881,
ENSMUSG00000112871,
ENSMUSG00000094198,ENSG00000211950
ENSMUSG00000094198,ENSG00000281990
ENSMUSG00000090086,
ENSMUSG00000083113,
ENSMUSG00000014177,ENSG00000171928
ENSMUSG00000026985,ENSG00000136696
ENSMUSG00000039270,ENSG00000106780
ENSMUSG00000107203,
ENSMUSG00000041644,ENSG00000148942
ENSMUSG00000051493,
ENSMUSG00000097203,
ENSMUSG00000053279,ENSG00000165092
ENSMUSG00000081809,
ENSMUSG00000031821,ENSG00000131153
ENSMUSG00000093575,ENSG00000103351
ENSMUSG00000083877,
ENSMUSG00000091101,ENSG00000183684
ENSMUSG00000013089,ENSG00000244405
ENSMUSG00000082913,
ENSMUSG00000089947,
ENSMUSG00000012126,ENSG00000158062
ENSMUSG00000112480,
ENSMUSG00000106839,
ENSMUSG00000054939,ENSG00000103343
ENSMUSG00000104176,
ENSMUSG00000107163,
ENSMUSG00000024742,ENSG00000168496
ENSMUSG00000096744,ENSG00000183684
ENSMUSG00000040033,ENSG00000170581
ENSMUSG00000026611,ENSG00000162814
ENSMUSG00000086335,
ENSMUSG00000112931,ENSG00000183684
ENSMUSG00000087495,
ENSMUSG00000053168,
ENSMUSG00000096640,ENSG00000183684
ENSMUSG00000085998,
ENSMUSG00000005983,ENSG00000215131
ENSMUSG00000112737,
ENSMUSG00000031818,ENSG00000131143
ENSMUSG00000112856,ENSG00000183684
ENSMUSG00000036036,ENSG00000204644
ENSMUSG00000063780,
ENSMUSG00000112777,
ENSMUSG00000094902,
ENSMUSG00000112485,
ENSMUSG00000112122,
ENSMUSG00000043331,
ENSMUSG00000107559,
ENSMUSG00000057604,ENSG00000071282
ENSMUSG00000094314,ENSG00000183684
ENSMUSG00000064032,
ENSMUSG00000048118,ENSG00000032219
ENSMUSG00000084004,
ENSMUSG00000068940,ENSG00000213231
ENSMUSG00000085739,
ENSMUSG00000100512,ENSG00000105261
ENSMUSG00000091552,
ENSMUSG00000020321,ENSG00000014641
ENSMUSG00000083587,
ENSMUSG00000100652,
ENSMUSG00000031727,ENSG00000118557
ENSMUSG00000108011,ENSG00000053702
ENSMUSG00000095673,
ENSMUSG00000104147,
ENSMUSG00000108052,
ENSMUSG00000103858,
ENSMUSG00000112178,
ENSMUSG00000001520,ENSG00000053702
ENSMUSG00000112522,
ENSMUSG00000112408,
ENSMUSG00000095204,
ENSMUSG00000044574,
ENSMUSG00000067795,ENSG00000274443
ENSMUSG00000022018,ENSG00000102760
ENSMUSG00000085500,
ENSMUSG00000028444,ENSG00000122756
ENSMUSG00000036513,ENSG00000114744
ENSMUSG00000086694,
ENSMUSG00000071489,ENSG00000168229
ENSMUSG00000043051,ENSG00000162946
ENSMUSG00000047352,
ENSMUSG00000085048,
ENSMUSG00000090709,
ENSMUSG00000039789,ENSG00000167981
ENSMUSG00000037759,ENSG00000125384
ENSMUSG00000043131,ENSG00000114978
ENSMUSG00000029580,ENSG00000075624
ENSMUSG00000046856,ENSG00000183671
ENSMUSG00000016528,ENSG00000162889
ENSMUSG00000075042,
ENSMUSG00000082809,
ENSMUSG00000106743,
ENSMUSG00000032987,
ENSMUSG00000106795,
ENSMUSG00000086730,
ENSMUSG00000014232,ENSG00000103351
ENSMUSG00000096490,
ENSMUSG00000093894,ENSG00000211950
ENSMUSG00000093894,ENSG00000281990
ENSMUSG00000083549,
ENSMUSG00000042303,ENSG00000100359
ENSMUSG00000106318,
ENSMUSG00000089730,
ENSMUSG00000108537,
ENSMUSG00000083761,
ENSMUSG00000089831,
ENSMUSG00000111080,
ENSMUSG00000048142,ENSG00000185818
ENSMUSG00000020319,ENSG00000143951
ENSMUSG00000083230,
ENSMUSG00000028524,ENSG00000118473
ENSMUSG00000074681,ENSG00000125903
ENSMUSG00000044786,ENSG00000128016
ENSMUSG00000026480,ENSG00000116701
ENSMUSG00000086385,
ENSMUSG00000082689,
ENSMUSG00000080967,
ENSMUSG00000038807,ENSG00000132359
ENSMUSG00000035305,ENSG00000185483
ENSMUSG00000104888,
ENSMUSG00000038967,ENSG00000005882
ENSMUSG00000045589,ENSG00000260230
ENSMUSG00000028028,ENSG00000073331
ENSMUSG00000049560,ENSG00000185982
ENSMUSG00000003444,ENSG00000063322
ENSMUSG00000031825,ENSG00000103196
ENSMUSG00000081096,
ENSMUSG00000028687,ENSG00000132781
ENSMUSG00000108176,
ENSMUSG00000109455,
ENSMUSG00000102856,
ENSMUSG00000001518,ENSG00000111203
ENSMUSG00000046438,
ENSMUSG00000107300,
ENSMUSG00000030588,ENSG00000167645
ENSMUSG00000027468,ENSG00000125788
ENSMUSG00000107284,
ENSMUSG00000039209,ENSG00000163923
ENSMUSG00000090176,ENSG00000206531
ENSMUSG00000090176,ENSG00000163606
ENSMUSG00000073975,
ENSMUSG00000086559,
ENSMUSG00000113870,
ENSMUSG00000100642,ENSG00000278500
ENSMUSG00000034135,ENSG00000160584
ENSMUSG00000060407,ENSG00000255974
ENSMUSG00000060407,ENSG00000197838
ENSMUSG00000060407,ENSG00000198077
ENSMUSG00000113461,
ENSMUSG00000079277,ENSG00000128652
ENSMUSG00000105701,
ENSMUSG00000080054,
ENSMUSG00000113782,
ENSMUSG00000113513,
ENSMUSG00000108050,
ENSMUSG00000113260,
ENSMUSG00000089988,
ENSMUSG00000005982,ENSG00000122390
ENSMUSG00000102726,
ENSMUSG00000082388,
ENSMUSG00000074680,ENSG00000178591
ENSMUSG00000108612,
ENSMUSG00000073974,
ENSMUSG00000028843,ENSG00000142669
ENSMUSG00000087630,
ENSMUSG00000061242,
ENSMUSG00000092039,
ENSMUSG00000074804,
ENSMUSG00000036596,ENSG00000109625
ENSMUSG00000027102,ENSG00000175879
ENSMUSG00000018263,ENSG00000089225
ENSMUSG00000052248,
ENSMUSG00000097196,
ENSMUSG00000075277,
ENSMUSG00000052371,
ENSMUSG00000035232,ENSG00000067992
ENSMUSG00000106180,
ENSMUSG00000034833,ENSG00000135426
ENSMUSG00000093976,
ENSMUSG00000034675,ENSG00000113758
ENSMUSG00000058400,ENSG00000186867
ENSMUSG00000053783,ENSG00000187624
ENSMUSG00000030651,
ENSMUSG00000024857,ENSG00000167791
ENSMUSG00000027999,ENSG00000123739
ENSMUSG00000028020,ENSG00000109738
ENSMUSG00000055555,
ENSMUSG00000036647,
ENSMUSG00000085015,
ENSMUSG00000030400,ENSG00000104884
ENSMUSG00000037005,ENSG00000122121
ENSMUSG00000094886,
ENSMUSG00000101174,ENSG00000170166
ENSMUSG00000086160,
ENSMUSG00000056050,ENSG00000154305
ENSMUSG00000078974,ENSG00000132432
ENSMUSG00000105061,
ENSMUSG00000020846,ENSG00000183688
ENSMUSG00000102921,
ENSMUSG00000102890,
ENSMUSG00000001517,ENSG00000111206
ENSMUSG00000078183,
ENSMUSG00000003623,ENSG00000005469
ENSMUSG00000020010,ENSG00000093134
ENSMUSG00000102484,
ENSMUSG00000069867,ENSG00000205022
ENSMUSG00000096653,
ENSMUSG00000103015,
ENSMUSG00000054727,
ENSMUSG00000106533,
ENSMUSG00000104568,
ENSMUSG00000094706,
ENSMUSG00000094914,ENSG00000211782
ENSMUSG00000094914,ENSG00000211787
ENSMUSG00000045817,ENSG00000152518
ENSMUSG00000074679,ENSG00000215547
ENSMUSG00000024747,ENSG00000165092
ENSMUSG00000108601,
ENSMUSG00000106101,
ENSMUSG00000047938,
ENSMUSG00000093939,
ENSMUSG00000044249,ENSG00000215545
ENSMUSG00000046010,ENSG00000198783
ENSMUSG00000095544,
ENSMUSG00000086659,
ENSMUSG00000102063,
ENSMUSG00000083296,
ENSMUSG00000054931,ENSG00000187626
ENSMUSG00000030201,ENSG00000070018
ENSMUSG00000096035,
ENSMUSG00000084935,
ENSMUSG00000083644,
ENSMUSG00000111073,
ENSMUSG00000079007,ENSG00000213231
ENSMUSG00000072723,
ENSMUSG00000032842,ENSG00000124574
ENSMUSG00000104243,
ENSMUSG00000039509,ENSG00000069248
ENSMUSG00000036437,ENSG00000164128
ENSMUSG00000102256,
ENSMUSG00000094974,
ENSMUSG00000098052,
ENSMUSG00000078753,
ENSMUSG00000026564,ENSG00000198842
ENSMUSG00000056544,ENSG00000131068
ENSMUSG00000104714,
ENSMUSG00000086798,
ENSMUSG00000094505,ENSG00000274576
ENSMUSG00000094505,ENSG00000259303
ENSMUSG00000094505,ENSG00000211937
ENSMUSG00000094505,ENSG00000211974
ENSMUSG00000094505,ENSG00000211951
ENSMUSG00000035944,ENSG00000075234
ENSMUSG00000020226,ENSG00000100191
ENSMUSG00000102505,
ENSMUSG00000079304,ENSG00000283297
ENSMUSG00000096129,ENSG00000211798
ENSMUSG00000057116,
ENSMUSG00000020300,ENSG00000113742
ENSMUSG00000094415,
ENSMUSG00000055116,ENSG00000133794
ENSMUSG00000082728,
ENSMUSG00000046683,
ENSMUSG00000005225,ENSG00000106086
ENSMUSG00000107718,
ENSMUSG00000044292,ENSG00000254737
ENSMUSG00000044292,ENSG00000182634
ENSMUSG00000044292,ENSG00000234560
ENSMUSG00000044292,ENSG00000236981
ENSMUSG00000037737,ENSG00000184378
ENSMUSG00000081573,
ENSMUSG00000084775,
ENSMUSG00000071302,
ENSMUSG00000060730,
ENSMUSG00000081714,
ENSMUSG00000024065,ENSG00000013016
ENSMUSG00000113044,
ENSMUSG00000111940,
ENSMUSG00000082616,
ENSMUSG00000094325,
ENSMUSG00000082144,
ENSMUSG00000050645,
ENSMUSG00000112014,
ENSMUSG00000082242,
ENSMUSG00000037335,ENSG00000113196
ENSMUSG00000095495,ENSG00000211782
ENSMUSG00000095495,ENSG00000211787
ENSMUSG00000029602,ENSG00000111344
ENSMUSG00000101183,
ENSMUSG00000113615,
ENSMUSG00000052302,ENSG00000111490
ENSMUSG00000061525,
ENSMUSG00000081510,
ENSMUSG00000094530,
ENSMUSG00000103481,
ENSMUSG00000113457,
ENSMUSG00000103614,
ENSMUSG00000103994,
ENSMUSG00000113822,
ENSMUSG00000101168,
ENSMUSG00000084296,
ENSMUSG00000083579,
ENSMUSG00000103757,
ENSMUSG00000084308,
ENSMUSG00000103976,
ENSMUSG00000100743,
ENSMUSG00000059334,
ENSMUSG00000030587,
ENSMUSG00000103665,
ENSMUSG00000102739,
ENSMUSG00000073557,ENSG00000077157
ENSMUSG00000081317,
ENSMUSG00000010142,ENSG00000240505
ENSMUSG00000070995,
ENSMUSG00000087394,
ENSMUSG00000113763,
ENSMUSG00000110454,
ENSMUSG00000028845,ENSG00000092850
ENSMUSG00000113784,
ENSMUSG00000106350,
ENSMUSG00000038246,ENSG00000145945
ENSMUSG00000113391,
ENSMUSG00000091834,
ENSMUSG00000110681,
ENSMUSG00000059473,ENSG00000254737
ENSMUSG00000059473,ENSG00000182634
ENSMUSG00000059473,ENSG00000234560
ENSMUSG00000059473,ENSG00000236981
ENSMUSG00000105887,
ENSMUSG00000084937,
ENSMUSG00000084909,
ENSMUSG00000072778,
ENSMUSG00000105056,
ENSMUSG00000086677,
ENSMUSG00000027403,ENSG00000166948
ENSMUSG00000078365,ENSG00000172680
ENSMUSG00000082017,
ENSMUSG00000085175,
ENSMUSG00000047710,ENSG00000198824
ENSMUSG00000045160,ENSG00000163170
ENSMUSG00000110533,
ENSMUSG00000108728,
ENSMUSG00000089773,
ENSMUSG00000094787,ENSG00000211950
ENSMUSG00000094787,ENSG00000281990
ENSMUSG00000102536,
ENSMUSG00000084223,
ENSMUSG00000094607,ENSG00000211798
ENSMUSG00000104909,
ENSMUSG00000112365,
ENSMUSG00000108451,
ENSMUSG00000107921,
ENSMUSG00000019478,ENSG00000168118
ENSMUSG00000032766,ENSG00000127920
ENSMUSG00000039191,ENSG00000168214
ENSMUSG00000028333,ENSG00000136938
ENSMUSG00000031149,ENSG00000243279
ENSMUSG00000049858,ENSG00000139531
ENSMUSG00000073973,ENSG00000181963
ENSMUSG00000073973,ENSG00000196778
ENSMUSG00000083914,
ENSMUSG00000061046,ENSG00000103253
ENSMUSG00000080912,
ENSMUSG00000060254,ENSG00000254737
ENSMUSG00000060254,ENSG00000182634
ENSMUSG00000060254,ENSG00000234560
ENSMUSG00000060254,ENSG00000236981
ENSMUSG00000014907,ENSG00000145414
ENSMUSG00000104770,
ENSMUSG00000039210,ENSG00000092978
ENSMUSG00000103415,
ENSMUSG00000104725,
ENSMUSG00000002781,ENSG00000161558
ENSMUSG00000026342,ENSG00000115084
ENSMUSG00000075204,
ENSMUSG00000036067,ENSG00000160326
ENSMUSG00000073972,
ENSMUSG00000035834,ENSG00000113356
ENSMUSG00000095589,ENSG00000211950
ENSMUSG00000095589,ENSG00000281990
ENSMUSG00000027375,ENSG00000172005
ENSMUSG00000104659,
ENSMUSG00000085041,
ENSMUSG00000037993,ENSG00000140829
ENSMUSG00000033615,ENSG00000168993
ENSMUSG00000107596,
ENSMUSG00000083657,
ENSMUSG00000101869,
ENSMUSG00000029917,ENSG00000186867
ENSMUSG00000107773,
ENSMUSG00000113484,
ENSMUSG00000089639,
ENSMUSG00000028523,ENSG00000152760
ENSMUSG00000046678,ENSG00000198674
ENSMUSG00000102117,
ENSMUSG00000086666,
ENSMUSG00000038074,ENSG00000106080
ENSMUSG00000021222,ENSG00000176566
ENSMUSG00000021222,ENSG00000182308
ENSMUSG00000021222,ENSG00000119599
ENSMUSG00000073971,ENSG00000197790
ENSMUSG00000022272,ENSG00000145555
ENSMUSG00000110605,
ENSMUSG00000107600,
ENSMUSG00000050700,ENSG00000183798
ENSMUSG00000102193,
ENSMUSG00000105035,
ENSMUSG00000058052,ENSG00000186562
ENSMUSG00000058052,ENSG00000186599
ENSMUSG00000110251,
ENSMUSG00000049460,
ENSMUSG00000074052,
ENSMUSG00000050973,ENSG00000183208
ENSMUSG00000072258,ENSG00000143498
ENSMUSG00000040624,ENSG00000120278
ENSMUSG00000023944,ENSG00000096384
ENSMUSG00000097087,
ENSMUSG00000087147,
ENSMUSG00000025317,ENSG00000174990
ENSMUSG00000082954,
ENSMUSG00000036599,ENSG00000136213
ENSMUSG00000044222,ENSG00000186572
ENSMUSG00000044222,ENSG00000198129
ENSMUSG00000037730,ENSG00000085274
ENSMUSG00000107584,
ENSMUSG00000040563,ENSG00000105520
ENSMUSG00000103196,
ENSMUSG00000064193,
ENSMUSG00000029528,ENSG00000089159
ENSMUSG00000082432,
ENSMUSG00000103737,
ENSMUSG00000081556,
ENSMUSG00000106928,
ENSMUSG00000027905,ENSG00000064703
ENSMUSG00000031458,ENSG00000172301
ENSMUSG00000085181,
ENSMUSG00000110468,
ENSMUSG00000026452,ENSG00000143858
ENSMUSG00000114175,
ENSMUSG00000006587,ENSG00000185669
ENSMUSG00000094862,
ENSMUSG00000110244,
ENSMUSG00000031684,ENSG00000120519
ENSMUSG00000108805,
ENSMUSG00000111553,
ENSMUSG00000094758,ENSG00000211802
ENSMUSG00000090497,
ENSMUSG00000054036,
ENSMUSG00000087561,
ENSMUSG00000040263,ENSG00000104731
ENSMUSG00000114088,
ENSMUSG00000103439,
ENSMUSG00000105148,
ENSMUSG00000107405,
ENSMUSG00000000544,ENSG00000143167
ENSMUSG00000096277,
ENSMUSG00000105933,
ENSMUSG00000083907,
ENSMUSG00000027938,ENSG00000143578
ENSMUSG00000104212,
ENSMUSG00000107349,
ENSMUSG00000101023,
ENSMUSG00000106371,
ENSMUSG00000105846,
ENSMUSG00000101963,
ENSMUSG00000101035,
ENSMUSG00000105793,
ENSMUSG00000074899,ENSG00000137877
ENSMUSG00000095560,
ENSMUSG00000097522,
ENSMUSG00000105818,
ENSMUSG00000104721,
ENSMUSG00000101703,
ENSMUSG00000045417,
ENSMUSG00000113963,
ENSMUSG00000047960,ENSG00000197938
ENSMUSG00000047960,ENSG00000230301
ENSMUSG00000047960,ENSG00000231192
ENSMUSG00000047960,ENSG00000236032
ENSMUSG00000047960,ENSG00000233412
ENSMUSG00000048371,ENSG00000172840
ENSMUSG00000034387,ENSG00000125046
ENSMUSG00000113312,
ENSMUSG00000040714,ENSG00000104892
ENSMUSG00000104245,
